Sample.Name,Genotype,Notes,Nutrients,Disease,Timepoint,File.Name,A.CT.mean,Acerv.CT.mean,A.CT.sd,Acerv.CT.sd,A.reps,Acerv.reps,A.Acerv
279,FM14,,Ambient,Placebo,T1,T1_Sub2_p2.csv,22.1885,24.5215,0.0417193,0.146371104,2,2,1.352419451
334,FM9,,Ambient,Placebo,T1,T1_Sub2_p2.csv,22.337,24.367,0.490732106,0.121622366,2,2,1.096224034
471,Elkhorn,,Ambient,Pathogen,T1,T1_Sub2_p2.csv,22.7375,25.035,0.010606602,0.045254834,2,2,1.319546939
A092,Elkhorn,,NH4,Placebo,T1,T1_Sub2_p2.csv,23.302,25.678,0.125865007,0.062225397,2,2,1.393335486
A106,U44,,NH4,Placebo,T1,T1_Sub2_p2.csv,22.529,27.362,0.30971277,0.173948268,2,2,7.650439718
A127,U44,,NH4,Placebo,T1,T1_Sub2_p2.csv,22.945,27.916,0.137178716,0.588312842,2,2,8.418380218
A159,K2,,NH4,Placebo,T1,T1_Sub2_p2.csv,22.4965,26.574,0.737512373,0.042426407,2,2,4.531669573
A192,FM19,,NH4,Placebo,T1,T1_Sub2_p2.csv,23.2105,26.0645,0.311834091,0.157684812,2,2,1.940653662
A196,FM19,,NH4,Placebo,T1,T1_Sub2_p2.csv,23.17,26.1725,0.120208153,0.092630988,2,2,2.151052402
208,FM9,,Ambient,Pathogen,T1,T1_Sub2_p2.csv,22.2655,26.086,0.126572114,0.007071068,2,2,3.792220022
