<<<<<<< HEAD
Sample.Name,Genotype,Notes,Nutrients,Disease,Timepoint,File.Name,A.CT.mean,Acerv.CT.mean,A.CT.sd,Acerv.CT.sd,A.reps,Acerv.reps,A.Acerv
135,A069,DK_T1_Subsample_1_re extract_plate2.csv,T1,20.92,23.6875,0.04384062,0.129400541,2,2,1.827716958
136,A091,DK_T1_Subsample_1_re extract_plate2.csv,T1,20.781,25.675,0.108894444,0.480832611,2,2,7.980851449
148,A125,DK_T1_Subsample_1_re extract_plate2.csv,T1,20.8645,24.429,0.072831998,0.111722871,2,2,3.175629648
149,A152,DK_T1_Subsample_1_re extract_plate2.csv,T1,20.5275,24.6195,0.127986327,0.915703282,2,2,4.577445378
137,A154,DK_T1_Subsample_1_re extract_plate2.csv,T1,19.42,25.8435,0.106066017,0.475882864,2,2,23.03958253
150,A175,DK_T1_Subsample_1_re extract_plate2.csv,T1,20.4855,24.7975,0.02192031,0.143542677,2,2,5.331504373
147,A178,DK_T1_Subsample_1_re extract_plate2.csv,T1,20.5035,23.0655,0.096873629,0.102530483,2,2,1.585065733
138,A186,DK_T1_Subsample_1_re extract_plate2.csv,T1,20.2145,25.1385,0.10111627,0.057275649,2,2,8.148546103
154,201,DK_T1_Subsample_1_redo.csv,T1,21.455,23.687,0.094752309,0.089095454,2,2,1.26097762
155,228,DK_T1_Subsample_1_redo.csv,T1,20.8695,23.7225,0.225567063,0.072831998,2,2,1.939308969
156,230,DK_T1_Subsample_1_redo.csv,T1,20.5395,24.2975,0.099702056,0.126572114,2,2,3.631442334
157,235,DK_T1_Subsample_1_redo.csv,T1,21.05,24.4435,0.154149278,0.241123412,2,2,2.820679347
158,281,DK_T1_Subsample_1_redo.csv,T1,21.1095,23.8635,0.235466558,0.258093975,2,2,1.810693892
159,289,DK_T1_Subsample_1_redo.csv,T1,21.3975,24.731,0.113844192,0.946108873,2,2,2.70577649
160,A004,DK_T1_Subsample_1_redo.csv,T1,21.8255,23.944,0.043133514,0.026870058,2,2,1.165575672
161,A011,DK_T1_Subsample_1_redo.csv,T1,21.05,23.7805,0.287085353,0.050204581,2,2,1.78143849
162,A012,DK_T1_Subsample_1_redo.csv,T1,21.7845,24.85,0.129400541,0.018384776,2,2,2.247066267
163,A028,DK_T1_Subsample_1_redo.csv,T1,22.3835,25.3045,0.062932504,0.10111627,2,2,2.032904821
164,A047,DK_T1_Subsample_1_redo.csv,T1,21.559,27.227,0.458205194,0.011313708,2,2,13.64729074
165,A064,DK_T1_Subsample_1_redo.csv,T1,21.006,25.614,0.222031529,0.024041631,2,2,6.545678167
166,A066,DK_T1_Subsample_1_redo.csv,T1,20.6295,25.6495,0.253851334,0.446184379,2,2,8.709214895
167,A069,DK_T1_Subsample_1_redo.csv,T1,21.167,24.9,0.032526912,0.028284271,2,2,3.569056328
168,A100,DK_T1_Subsample_1_redo.csv,T1,21.613,23.4425,0.096166522,0.098287843,2,2,0.953987766
169,A104,DK_T1_Subsample_1_redo.csv,T1,20.6385,26.2,0.335875721,0.120208153,2,2,12.67613189
170,A110,DK_T1_Subsample_1_redo.csv,T1,21.2345,25.27,0.419314321,0.247487373,2,2,4.401644624
171,A125,DK_T1_Subsample_1_redo.csv,T1,21.5035,25.4415,0.358503138,0.119501046,2,2,4.114002501
172,A152,DK_T1_Subsample_1_redo.csv,T1,20.784,25.1515,0.012727922,0.092630988,2,2,5.540601745
173,A175,DK_T1_Subsample_1_redo.csv,T1,22.0675,26.196,1.371080049,0.022627417,2,2,4.694731568
174,A180,DK_T1_Subsample_1_redo.csv,T1,20.676,24.8035,0.091923882,0.088388348,2,2,4.691478555
176,207,DK_T1_Subsample_2.csv,T1,22.211,25.0025,0.318198052,0.095459415,2,2,1.858376313
177,218,DK_T1_Subsample_2.csv,T1,22.573,25.6915,0.065053824,0.283549819,2,2,2.331151344
178,244,DK_T1_Subsample_2.csv,T1,23.034,23.3715,0.487903679,0.33163308,2,2,0.339161113
179,245,DK_T1_Subsample_2.csv,T1,22.2165,25.9825,0.426385389,0.355674711,2,2,3.651635261
180,263,DK_T1_Subsample_2.csv,T1,22.4085,23.915,0.071417785,0.015556349,2,2,0.762623383
181,268,DK_T1_Subsample_2.csv,T1,22.354,24.1045,0.185261977,0.053033009,2,2,0.903153222
182,410,DK_T1_Subsample_2.csv,T1,21.2095,26.2595,0.118086832,0.060104076,2,2,8.892214013
183,A006,DK_T1_Subsample_2.csv,T1,22.808,27.8515,0.080610173,0.012020815,2,2,8.852240645
184,A013,DK_T1_Subsample_2.csv,T1,24.231,23.9015,0.004242641,0.023334524,2,2,0.213608753
185,A014,DK_T1_Subsample_2.csv,T1,23.7775,23.704,0.168998521,0.171119841,2,2,0.255083709
186,A020,DK_T1_Subsample_2.csv,T1,21.942,24.389,0.009899495,0.06363961,2,2,1.46362166
187,A036,DK_T1_Subsample_2.csv,T1,22.717,23.3225,0.376180808,0.136471609,2,2,0.408396575
188,A042,DK_T1_Subsample_2.csv,T1,22.504,25.8675,0.311126984,0.023334524,2,2,2.762630606
189,A051,DK_T1_Subsample_2.csv,T1,22.7435,23.9705,0.065760931,0.098287843,2,2,0.628307484
190,A065,DK_T1_Subsample_2.csv,T1,22.992,25.1745,0.272943218,0.201525433,2,2,1.218446301
191,A077,DK_T1_Subsample_2.csv,T1,22.3525,24.177,0.047376154,0.340825469,2,2,0.950687219
192,A091,DK_T1_Subsample_2.csv,T1,22.4185,26.851,0.102530483,0.135764502,2,2,5.795940043
193,A105,DK_T1_Subsample_2.csv,T1,21.8525,23.874,0.511238203,0.053740115,2,2,1.089784344
194,A154,DK_T1_Subsample_2.csv,T1,20.8505,28.2465,0.222738636,0.253851334,2,2,45.20914319
195,A162,DK_T1_Subsample_2.csv,T1,22.058,26.1005,0.367695526,0.355674711,2,2,4.423053433
196,A178,DK_T1_Subsample_2.csv,T1,22.32,24.7525,0.138592929,0.226981277,2,2,1.448985011
197,A186,DK_T1_Subsample_2.csv,T1,22.1285,26.9385,0.000707107,0.338704148,2,2,7.529440532
200,207,DK_T1_Subsample_2_redo.csv,T1,21.8405,24.572,0.2085965,0.120208153,2,2,1.782673717
201,218,DK_T1_Subsample_2_redo.csv,T1,22.28,24.9865,0.322440692,0.072831998,2,2,1.75204845
202,244,DK_T1_Subsample_2_redo.csv,T1,22.8285,22.989,0.724784451,0.296984848,2,2,0.300001719
203,245,DK_T1_Subsample_2_redo.csv,T1,22.486,25.566,NA,0.37335238,1,2,2.269764583
204,263,DK_T1_Subsample_2_redo.csv,T1,22.14,23.4925,0.045254834,0.102530483,2,2,0.685411675
205,268,DK_T1_Subsample_2_redo.csv,T1,22.3185,23.725,0.142128463,0.12303658,2,2,0.711552776
206,410,DK_T1_Subsample_2_redo.csv,T1,20.9205,26.435,0.086974134,0.842871283,2,2,12.26982418
207,A006,DK_T1_Subsample_2_redo.csv,T1,22.5855,27.4605,0.263750829,0.034648232,2,2,7.876434346
208,A013,DK_T1_Subsample_2_redo.csv,T1,24.0255,23.4015,0.031819805,0.026162951,2,2,0.174166936
209,A014,DK_T1_Subsample_2_redo.csv,T1,23.7255,23.303,0.137885822,0.223445743,2,2,0.200273393
210,A020,DK_T1_Subsample_2_redo.csv,T1,22.0785,24.0885,0.306177236,0.348603643,2,2,1.081131994
211,A036,DK_T1_Subsample_2_redo.csv,T1,22.644,23.085,0.101823376,0.079195959,2,2,0.364386817
212,A042,DK_T1_Subsample_2_redo.csv,T1,21.967,25.4215,0.036769553,0.195868578,2,2,2.942500521
213,A051,DK_T1_Subsample_2_redo.csv,T1,22.7205,23.477,0.154856385,0.06363961,2,2,0.453458576
214,A065,DK_T1_Subsample_2_redo.csv,T1,22.623,24.529,0.056568542,0.223445743,2,2,1.005938894
215,A077,DK_T1_Subsample_2_redo.csv,T1,22.1295,23.4945,0.185969083,0.010606602,2,2,0.691376116
216,A091,DK_T1_Subsample_2_redo.csv,T1,22.1,26.405,0.012727922,0.132936075,2,2,5.305698408
217,A105,DK_T1_Subsample_2_redo.csv,T1,22.179,23.4625,0.287085353,0.1251579,2,2,0.653401952
218,A154,DK_T1_Subsample_2_redo.csv,T1,20.4455,27.545,0.060104076,0.552957503,2,2,36.81042932
219,A162,DK_T1_Subsample_2_redo.csv,T1,21.8505,25.651,0.028991378,0.007071068,2,2,3.740011408
220,A178,DK_T1_Subsample_2_redo.csv,T1,22.0225,24.155,0.096873629,0.12303658,2,2,1.176941547
221,A186,DK_T1_Subsample_2_redo.csv,T1,21.961,26.2665,0.155563492,0.112429978,2,2,5.307537542
>>>>>>> 6ebe13177e5cf6d8c22fe4880814b60c3b3ceb0d
>>>>>>> 83865bcb283d280092ffd248691db725492bf825
